Date,Close,PE,diff_years,SMA200,PEinvest,PEstocks,PEreturn,sipinvest,sipstocks,sipreturn,SMAinvest,SMAstocks,SMAreturn,PEcagr,sipcagr,SMAcagr
2000-01-24,1613.6,26.26,22.60416024969712,1459.62625,50000,30.98661378284581,543591.9682697075,125000,77.46653445711453,1358979.9206742689,100000,61.97322756569162,1087183.936539415,11.133675235654295,11.133675235654295,11.133675235654295
2000-01-25,1586.4,25.81,22.60142234269013,1459.62625,50000,31.517902168431668,552912.254160363,125000,78.79475542107917,1382280.6354009076,100000,63.035804336863336,1105824.508320726,11.21872179939798,11.21872179939798,11.21872179939798
2000-01-27,1603.9,26.1,22.595946528676155,1459.62625,50000,31.174013342477707,546879.4812644179,125000,77.93503335619427,1367198.7031610447,100000,62.348026684955414,1093758.9625288357,11.167600038931248,11.167600038931248,11.167600038931248
2000-01-28,1599.1,26.02,22.593208621669167,1459.62625,50000,31.267588018260273,548521.0430867363,125000,78.16897004565068,1371302.6077168407,100000,62.53517603652055,1097042.0861734727,11.18377481915671,11.18377481915671,11.18377481915671
2000-01-31,1546.2,25.16,22.584994900648198,1459.62625,50000,32.337343163885656,567287.5436554132,125000,80.84335790971413,1418218.859138533,100000,64.67468632777131,1134575.0873108264,11.353801192322521,11.353801192322521,11.353801192322521
2000-02-01,1549.5,25.13,22.58225699364121,1459.62625,50000,32.26847370119393,566079.3804453049,125000,80.67118425298483,1415198.4511132622,100000,64.53694740238787,1132158.7608906098,11.344740548554588,11.344740548554588,11.344740548554588
2000-02-02,1588.0,25.75,22.57951908663422,1459.62625,50000,31.486146095717885,552355.1637279597,125000,78.71536523929471,1380887.9093198993,100000,62.97229219143577,1104710.3274559195,11.22522816099405,11.22522816099405,11.22522816099405
2000-02-03,1597.9,25.91,22.576781179627233,1459.62625,50000,31.29106952875649,548932.9745290694,125000,78.22767382189123,1372332.4363226735,100000,62.58213905751298,1097865.9490581388,11.196049055342282,11.196049055342282,11.196049055342282
2000-02-04,1599.75,25.94,22.574043272620244,1459.62625,50000,31.25488357555868,548298.1715893107,125000,78.1372089388967,1370745.428973277,100000,62.50976715111736,1096596.3431786215,11.191780700780797,11.191780700780797,11.191780700780797
2000-02-07,1636.6,26.54,22.56582955159928,1459.62625,50000,30.551142612733717,535952.584626665,125000,76.3778565318343,1339881.4615666626,100000,61.10228522546743,1071905.16925333,11.083911326455143,11.083911326455143,11.083911326455143
2000-02-08,1662.75,26.96,22.56309164459229,1459.62625,50000,30.070666065253345,527523.6806495264,125000,75.17666516313336,1318809.201623816,100000,60.14133213050669,1055047.3612990528,11.00731146889351,11.00731146889351,11.00731146889351
2000-02-09,1689.65,27.4,22.560353737585302,1459.62625,50000,29.591927322226496,519125.26262835495,125000,73.97981830556624,1297813.1565708874,100000,59.18385464445299,1038250.5252567099,10.92977912078814,10.92977912078814,10.92977912078814
2000-02-10,1711.2,27.75,22.557615830578314,1459.62625,50000,29.219261337073398,512587.65778401116,125000,73.04815334268349,1281469.1444600278,100000,58.438522674146796,1025175.3155680223,10.868869114013634,10.868869114013634,10.868869114013634
2000-02-11,1756.0,28.47,22.554877923571325,1459.62625,50000,28.47380410022779,499510.2505694761,125000,71.18451025056947,1248775.62642369,100000,56.94760820045558,999020.5011389522,10.743294159236406,10.743294159236406,10.743294159236406
2000-02-14,1744.5,28.29,22.54666420255036,1459.62625,50000,28.66150759529951,502803.0954428202,125000,71.65376898824879,1257007.7386070509,100000,57.32301519059902,1005606.1908856404,10.77968962948168,10.779689629481704,10.77968962948168
2000-02-15,1702.55,27.19,22.543926295543372,1459.62625,50000,29.367713136178086,515191.9180053449,125000,73.41928284044522,1287979.7950133623,100000,58.73542627235617,1030383.8360106898,10.900742745918478,10.900742745918478,10.900742745918478
2000-02-16,1711.1,27.32,22.541188388536384,1459.62625,50000,29.220968967330958,512617.6144000935,125000,73.0524224183274,1281544.0360002338,100000,58.441937934661915,1025235.228800187,10.87749350153404,10.87749350153404,10.87749350153404
2000-02-17,1742.1,27.82,22.538450481529395,1459.62625,50000,28.70099305435968,503495.78095402103,125000,71.75248263589921,1258739.4523850526,100000,57.40198610871936,1006991.5619080421,10.790589813168117,10.790589813168117,10.790589813168117
2000-02-18,1717.8,27.43,22.535712574522407,1459.62625,50000,29.106997322156246,510618.2326231226,125000,72.76749330539062,1276545.5815578063,100000,58.21399464431249,1021236.4652462451,10.861049087590736,10.861049087590736,10.861049087590736
2000-02-21,1753.5,28.0,22.52749885350144,1459.62625,50000,28.5143997718848,500222.41231822065,125000,71.285999429712,1250556.0307955518,100000,57.0287995437696,1000444.8246364413,10.764034349522177,10.764034349522177,10.764034349522177
2000-02-22,1739.05,27.77,22.524760946494453,1459.62625,50000,28.75132974900089,504378.8275207728,125000,71.87832437250223,1260947.068801932,100000,57.50265949800178,1008757.6550415456,10.80610953964638,10.80610953964638,10.80610953964638
2000-02-23,1696.4,27.09,22.522023039487465,1459.62625,50000,29.474180617778824,517059.65574157034,125000,73.68545154444706,1292649.1393539258,100000,58.94836123555765,1034119.3114831407,10.929724862972723,10.929724862972723,10.929724862972723
2000-02-24,1732.0,27.66,22.519285132480476,1459.62625,50000,28.868360277136258,506431.8706697459,125000,72.17090069284065,1266079.6766743648,100000,57.736720554272516,1012863.7413394918,10.828864554824701,10.828864554824701,10.828864554824701
2000-02-25,1710.45,27.29,22.516547225473488,1459.62625,50000,29.23207343096846,512812.4177847935,125000,73.08018357742114,1282031.0444619835,100000,58.46414686193692,1025624.835569587,10.891894403990875,10.891894403990875,10.891894403990875
2000-02-28,1722.55,27.49,22.508333504452523,1459.62625,50000,29.026733621665556,509210.1825781545,125000,72.56683405416389,1273025.4564453862,100000,58.05346724333111,1018420.365156309,10.861352668804303,10.861352668804303,10.861352668804303
2000-02-29,1654.8,26.36,22.505595597445534,1459.62625,50000,30.215131737974378,530058.0130529369,125000,75.53782934493594,1325145.0326323423,100000,60.430263475948756,1060116.0261058738,11.0605786143817,11.0605786143817,11.0605786143817
2000-03-01,1712.7,27.35,22.502857690438546,1459.62625,50000,29.19367081216792,512138.7283236994,125000,72.9841770304198,1280346.8208092484,100000,58.38734162433584,1024277.4566473988,10.892390754071224,10.892390754071224,10.892390754071224
2000-03-02,1696.55,27.09,22.500119783431554,1459.62625,50000,29.471574666234417,517013.9400548171,125000,73.67893666558605,1292534.8501370428,100000,58.943149332468835,1034027.8801096343,10.940490608974574,10.940490608974574,10.940490608974574
2000-03-03,1656.0,26.47,22.497381876424566,1459.62625,50000,30.193236714975846,529673.9130434783,125000,75.48309178743962,1324184.7826086958,100000,60.38647342995169,1059347.8260869565,11.061253771224532,11.061253771224532,11.061253771224532
2000-03-06,1688.5,26.99,22.4891681554036,1459.62625,50000,29.612081729345572,519478.8273615635,125000,74.03020432336393,1298697.0684039088,100000,59.224163458691145,1038957.654723127,10.96956622102503,10.96956622102503,10.96956622102503
2000-03-07,1702.75,27.22,22.486430248396612,1459.62625,50000,29.364263691087945,515131.4050800176,125000,73.41065922771986,1287828.5127000439,100000,58.72852738217589,1030262.8101600352,10.929506275911782,10.929506275911782,10.929506275911782
2000-03-08,1666.35,26.64,22.483692341389624,1459.62625,50000,30.00570108320581,526384.0129624628,125000,75.01425270801452,1315960.032406157,100000,60.01140216641162,1052768.0259249257,11.03757391624649,11.03757391624649,11.03757391624649
2000-03-09,1646.25,26.32,22.480954434382635,1459.62625,50000,30.372057706909644,532810.9339407745,125000,75.9301442672741,1332027.334851936,100000,60.74411541381929,1065621.867881549,11.098946830687018,11.098946830687018,11.098946830687018
2000-03-10,1602.75,25.62,22.478216527375647,1459.62625,50000,31.196381219778505,547271.8764623303,125000,77.99095304944626,1368179.6911558257,100000,62.39276243955701,1094543.7529246607,11.232807666988066,11.232807666988066,11.232807666988066
2000-03-13,1560.7,24.95,22.47000280635468,1459.62625,50000,32.036906516306786,562017.0436342667,125000,80.09226629076696,1405042.6090856665,100000,64.07381303261357,1124034.0872685334,11.36882970847115,11.36882970847115,11.36882970847115
2000-03-14,1567.05,25.05,22.467264899347693,1459.62625,50000,31.907086563925848,559739.6381736384,125000,79.76771640981462,1399349.095434096,100000,63.814173127851696,1119479.2763472768,11.350165319546424,11.350165319546424,11.350165319546424
2000-03-15,1620.1,25.9,22.464526992340705,1459.62625,50000,30.862292451083267,541411.0240108635,125000,77.15573112770817,1353527.5600271588,100000,61.724584902166534,1082822.048021727,11.186720609347823,11.186720609347823,11.186720609347823
2000-03-16,1562.2,24.97,22.461789085333717,1459.62625,50000,32.00614517987454,561477.403661503,125000,80.01536294968633,1403693.5091537575,100000,64.01229035974907,1122954.807323006,11.368451827247462,11.368451827247462,11.368451827247462
2000-03-21,1556.6,24.89,22.448099550298775,1459.62625,50000,32.12128999100604,563497.3660542207,125000,80.3032249775151,1408743.415135552,100000,64.24257998201207,1126994.7321084414,11.393583567832422,11.393583567832422,11.393583567832422
2000-03-22,1589.6,25.41,22.445361643291786,1459.62625,50000,31.45445395067942,551799.1947659788,125000,78.63613487669855,1379497.9869149472,100000,62.90890790135884,1103598.3895319577,11.290983461297,11.290983461297,11.290983461297
2000-03-23,1553.4,24.83,22.442623736284798,1459.62625,50000,32.18745976567529,564658.1691772885,125000,80.46864941418822,1411645.4229432212,100000,64.37491953135059,1129316.338354577,11.406731202563503,11.406731202563503,11.406731202563503
2000-03-24,1569.55,25.09,22.43988582927781,1459.62625,50000,31.856264534420696,558848.0774744353,125000,79.64066133605174,1397120.1936860883,100000,63.71252906884139,1117696.1549488707,11.356861611531954,11.356861611531954,11.356861611531954
2000-03-27,1562.95,24.99,22.431672108256844,1459.62625,50000,31.990786653443806,561207.9721040339,125000,79.97696663360952,1403019.930260085,100000,63.98157330688761,1122415.9442080678,11.38216955921132,11.38216955921132,11.38216955921132
2000-03-28,1568.6,25.08,22.428934201249856,1459.62625,50000,31.875557822261893,559186.5357643759,125000,79.68889455565473,1397966.3394109397,100000,63.751115644523786,1118373.0715287519,11.365716903206668,11.365716903206668,11.365716903206668
2000-03-29,1558.25,25.08,22.426196294242867,1459.62625,50000,32.08727739451307,562900.689876464,125000,80.21819348628269,1407251.7246911598,100000,64.17455478902615,1125801.379752928,11.400060432760739,11.400060432760739,11.400060432760739
2000-03-30,1549.5,24.94,22.42345838723588,1459.62625,50000,32.26847370119393,566079.3804453049,125000,80.67118425298483,1415198.4511132622,100000,64.53694740238787,1132158.7608906098,11.429508137716926,11.429508137716926,11.429508137716926
2000-03-31,1528.45,24.6,22.42072048022889,1459.62625,50000,32.71287906048611,573875.4947822957,125000,81.78219765121528,1434688.7369557393,100000,65.42575812097222,1147750.9895645913,11.498981884929549,11.498981884929549,11.498981884929549
2000-04-03,1534.75,24.7,22.412506759207922,1459.62625,50000,32.57859586251833,571519.7914969865,125000,81.44648965629581,1428799.478742466,100000,65.15719172503665,1143039.582993973,11.48296735053127,11.48296735053127,11.48296735053127
2000-04-04,1428.1,22.99,22.409768852200934,1459.62625,50000,35.011553812758216,614200.6862264548,125000,87.52888453189553,1535501.7155661369,200000,140.04621525103286,2456802.744905819,11.843323454467015,11.843323454467015,11.843323454467015
2000-04-05,1434.65,23.09,22.407030945193945,1459.62625,50000,34.85170599100826,611396.5078590596,125000,87.12926497752065,1528491.2696476493,200000,139.40682396403304,2445586.0314362384,11.822014153082637,11.822014153082637,11.822014153082637
2000-04-06,1452.95,23.39,22.404293038186957,1459.62625,50000,34.41274648129667,603695.9289720913,125000,86.03186620324168,1509239.822430228,200000,137.6509859251867,2414783.715888365,11.760295673837518,11.760295673837518,11.760295673837518
2000-04-07,1557.15,25.06,22.40155513117997,1459.62625,50000,32.1099444497961,563298.333493883,125000,80.27486112449024,1408245.8337347074,100000,64.2198888995922,1126596.666987766,11.416802228217193,11.416802228217193,11.416802228217193
2000-04-10,1613.0,25.96,22.393341410159003,1459.62625,50000,30.998140111593305,543794.172349659,125000,77.49535027898327,1359485.4308741477,100000,61.99628022318661,1087588.344699318,11.246023764532387,11.246023764532387,11.246023764532387
2000-04-11,1624.65,25.72,22.390603503152015,1459.62625,50000,30.775859415874187,539894.7465607977,125000,76.93964853968546,1349736.8664019941,100000,61.551718831748374,1079789.4931215954,11.21172298081885,11.21172298081885,11.21172298081885
2000-04-12,1592.7,25.21,22.387865596145026,1459.62625,50000,31.393231619262885,550725.1836504049,125000,78.48307904815721,1376812.9591260122,100000,62.78646323852577,1101450.3673008098,11.311876410394795,11.311876410394795,11.311876410394795
2000-04-13,1518.65,23.98,22.385127689138038,1459.62625,50000,32.92397853356599,577578.7706186415,125000,82.30994633391498,1443946.9265466037,100000,65.84795706713199,1155157.541237283,11.550329639003444,11.550329639003444,11.550329639003444
2000-04-17,1443.55,21.74,22.374176061110084,1459.62625,100000,69.27366561601607,1215254.0611686467,125000,86.59208202002009,1519067.5764608083,200000,138.54733123203215,2430508.1223372933,11.80945388324577,11.80945388324577,11.80945388324577
2000-04-18,1414.8,21.31,22.371438154103096,1459.62625,100000,70.68136839129205,1239949.1094147582,125000,88.35171048911508,1549936.386768448,200000,141.3627367825841,2479898.2188295163,11.911570911580771,11.911570911580771,11.911570911580771
2000-04-19,1404.95,21.07,22.368700247096108,1459.62625,100000,71.17691021032776,1248642.3004377377,125000,88.9711377629097,1560802.8755471723,200000,142.35382042065552,2497284.6008754754,11.948071982016838,11.948071982016838,11.948071982016838
2000-04-20,1415.65,21.23,22.36596234008912,1459.62625,100000,70.63892911383464,1239204.6056581782,125000,88.29866139229328,1549005.7570727225,200000,141.27785822766927,2478409.2113163564,11.911649121062062,11.911649121062062,11.911649121062062
2000-04-24,1388.0,20.82,22.355010712061166,1459.62625,100000,72.04610951008645,1263890.4899135446,125000,90.05763688760807,1579863.1123919308,200000,144.0922190201729,2527780.9798270892,12.016613462978821,12.016613462978821,12.016613462978821
2000-04-25,1359.45,20.39,22.352272805054177,1459.62625,100000,73.55915995439332,1290433.6312479312,125000,91.94894994299165,1613042.0390599137,200000,147.11831990878665,2580867.2624958623,12.122375972009557,12.122375972009557,12.122375972009557
2000-04-26,1436.1,21.54,22.34953489804719,1459.62625,100000,69.63303391128751,1221558.3872989346,125000,87.0412923891094,1526947.9841236684,200000,139.26606782257502,2443116.7745978693,11.8491070404964,11.8491070404964,11.8491070404964
2000-04-27,1416.9,21.25,22.3467969910402,1459.62625,100000,70.57661091114404,1238111.3698920177,125000,88.22076363893005,1547639.2123650222,200000,141.1532218222881,2476222.7397840354,11.918030745317632,11.918030745317632,11.918030745317632
2000-04-28,1406.55,21.1,22.344059084033212,1459.62625,100000,71.09594397639614,1247221.9259891221,125000,88.86992997049519,1559027.407486403,200000,142.19188795279229,2494443.8519782443,11.95630373624792,11.95630373624792,11.95630373624792
2000-05-02,1333.45,20.0,22.33310745600526,1459.62625,50000,37.496719037084254,657797.4427237617,125000,93.74179759271064,1644493.6068094042,200000,149.98687614833702,2631189.7708950466,12.230385586128545,12.230385586128545,12.230385586128545
2000-05-03,1316.05,19.74,22.330369548998267,1459.62625,200000,151.96990995782835,2665977.7364081913,125000,94.98119372364272,1666236.0852551195,200000,151.96990995782835,2665977.7364081913,12.298007691437896,12.298007691437896,12.298007691437896
2000-05-04,1380.55,20.71,22.327631641991278,1459.62625,100000,72.43489913440295,1270710.9485350042,125000,90.5436239180037,1588388.6856687553,200000,144.8697982688059,2541421.8970700083,12.059209378263368,12.059209378263368,12.059209378263368
2000-05-05,1422.4,21.33,22.32489373498429,1459.62625,100000,70.3037120359955,1233323.9595050619,125000,87.87964004499437,1541654.9493813273,200000,140.607424071991,2466647.9190101237,11.910972613028758,11.910972613028758,11.910972613028758
2000-05-08,1365.05,20.47,22.316680013963325,1459.62625,100000,73.25738983920003,1285139.7384711183,125000,91.57173729900003,1606424.6730888977,200000,146.51477967840006,2570279.4769422365,12.122183554083566,12.122183554083566,12.122183554083566
2000-05-09,1378.55,20.68,22.313942106956336,1459.62625,100000,72.5399876682021,1272554.4956657358,125000,90.67498458525262,1590693.1195821695,200000,145.0799753364042,2545108.9913314716,12.074318394245353,12.074318394245353,12.074318394245353
2000-05-10,1363.15,20.57,22.311204199949348,1459.62625,100000,73.35949822103217,1286931.005391923,125000,91.6993727762902,1608663.7567399037,200000,146.71899644206434,2573862.010783846,12.132332243155442,12.132332243155442,12.132332243155442
2000-05-11,1304.55,19.68,22.30846629294236,1459.62625,200000,153.3095703499291,2689479.130734736,125000,95.81848146870568,1680924.45670921,200000,153.3095703499291,2689479.130734736,12.354991210671473,12.354991210671473,12.354991210671473
2000-05-12,1282.8,19.36,22.30572838593537,1459.62625,200000,155.90894917368257,2735079.5135640786,125000,97.44309323355161,1709424.695977549,200000,155.90894917368257,2735079.5135640786,12.44131859846076,12.44131859846076,12.44131859846076
2000-05-15,1299.25,19.54,22.297514664914406,1459.62625,200000,153.9349624783529,2700450.259765249,125000,96.20935154897056,1687781.4123532807,200000,153.9349624783529,2700450.259765249,12.381936288253481,12.381936288253481,12.381936288253481
2000-05-16,1306.85,19.66,22.294776757907417,1459.62625,200000,153.03975207560165,2684745.7627118644,125000,95.64984504725103,1677966.1016949154,200000,153.03975207560165,2684745.7627118644,12.35415077574853,12.35415077574853,12.35415077574853
2000-05-17,1311.65,19.88,22.29203885090043,1459.62625,200000,152.47970113978576,2674920.9011550336,125000,95.2998132123661,1671825.563221896,200000,152.47970113978576,2674920.9011550336,12.337281318511328,12.337281318511328,12.337281318511328
2000-05-18,1293.4,19.44,22.28930094389344,1459.62625,200000,154.63120457708365,2712664.295654863,125000,96.64450286067728,1695415.1847842892,200000,154.63120457708365,2712664.295654863,12.409527191422587,12.409527191422587,12.409527191422587
2000-05-19,1268.0,19.05,22.286563036886452,1459.62625,200000,157.72870662460568,2767003.1545741325,125000,98.58044164037855,1729376.9716088327,200000,157.72870662460568,2767003.1545741325,12.511225563769536,12.511225563769536,12.511225563769536
2000-05-22,1233.0,18.53,22.278349315865487,1459.62625,200000,162.20600162206003,2845547.4452554747,125000,101.37875101378751,1778467.1532846715,200000,162.20600162206003,2845547.4452554747,12.657570273015462,12.657570273015462,12.657570273015462
2000-05-23,1224.4,18.4,22.2756114088585,1459.62625,200000,163.34531198954588,2865534.139170205,125000,102.09081999346618,1790958.8369813785,200000,163.34531198954588,2865534.139170205,12.69462518517619,12.69462518517619,12.69462518517619
2000-05-24,1235.9,20.69,22.27287350185151,1459.62625,100000,80.91269520187717,1419435.2293874908,125000,101.14086900234646,1774294.0367343635,200000,161.82539040375434,2838870.4587749816,12.648989075838823,12.648989075838823,12.648989075838823
2000-05-25,1247.65,20.89,22.270135594844522,1459.62625,100000,80.150683284575,1406067.4067246423,125000,100.18835410571874,1757584.2584058028,200000,160.30136656915,2812134.8134492845,12.602784778646026,12.602784778646026,12.602784778646026
2000-05-26,1275.35,21.35,22.267397687837533,1459.62625,100000,78.40984827694359,1375528.286352766,125000,98.01231034617949,1719410.3579409574,200000,156.81969655388718,2751056.572705532,12.49343867284387,12.49343867284387,12.49343867284387
2000-05-29,1311.05,21.95,22.25918396681657,1459.62625,100000,76.27474161931276,1338072.53727928,125000,95.34342702414096,1672590.6715991,200000,152.54948323862553,2676145.07455856,12.358882298008634,12.358882298008634,12.358882298008634
2000-05-30,1344.85,22.34,22.25644605980958,1459.62625,50000,37.17886753169499,652221.4373350189,125000,92.94716882923747,1630553.593337547,200000,148.71547012677996,2608885.7493400755,12.232062529906674,12.232062529906674,12.232062529906674
2000-05-31,1380.45,22.96,22.25370815280259,1459.62625,50000,36.22007316454779,635401.499511029,125000,90.55018291136948,1588503.7487775723,200000,144.88029265819117,2541605.998044116,12.101964945803712,12.101964945803712,12.101964945803712
2000-06-01,1349.0,22.46,22.250970245795603,1459.62625,50000,37.064492216456635,650214.9740548554,125000,92.66123054114159,1625537.4351371387,200000,148.25796886582654,2600859.8962194216,12.219709678454826,12.219709678454826,12.219709678454826
2000-06-02,1389.25,23.13,22.248232338788615,1459.62625,50000,35.99064243296743,631376.642073061,125000,89.97660608241857,1578441.6051826524,200000,143.9625697318697,2525506.568292244,12.073102251613776,12.073102251613776,12.073102251613776
2000-06-05,1404.6,23.38,22.240018617767646,1459.62625,50000,35.59732308130429,624476.7193507048,125000,88.99330770326073,1561191.7983767623,200000,142.38929232521716,2497906.877402819,12.022457494271134,12.022457494271134,12.022457494271134
2000-06-06,1421.75,23.67,22.237280710760658,1459.62625,50000,35.16792685071215,616943.907156673,125000,87.91981712678037,1542359.7678916827,200000,140.6717074028486,2467775.628626692,11.962903191536745,11.962903191536745,11.962903191536745
2000-06-07,1430.35,23.7,22.23454280375367,1459.62625,50000,34.95647918341665,613234.5230188415,125000,87.39119795854162,1533086.3075471038,200000,139.8259167336666,2452938.092075366,11.934097140291167,11.934097140291167,11.934097140291167
2000-06-08,1463.65,24.25,22.23180489674668,1459.62625,50000,34.16117241143716,599282.6153793597,125000,85.4029310285929,1498206.5384483994,100000,68.32234482287431,1198565.2307587194,11.819836539141537,11.819836539141537,11.819836539141537
2000-06-09,1467.2,24.31,22.229066989739692,1459.62625,50000,34.07851690294438,597832.6063249726,125000,85.19629225736095,1494581.5158124317,100000,68.15703380588876,1195665.2126499452,11.809189665885555,11.809189665885555,11.809189665885555
2000-06-12,1440.4,23.87,22.220853268718727,1459.62625,50000,34.71257983893363,608955.8455984448,125000,86.78144959733407,1522389.613996112,200000,138.8503193557345,2435823.3823937792,11.90660505881005,11.90660505881005,11.90660505881005
2000-06-13,1432.9,23.74,22.21811536171174,1459.62625,50000,34.89427036080675,612143.2060855606,125000,87.23567590201688,1530358.0152139016,200000,139.577081443227,2448572.8243422424,11.934454021182471,11.934454021182471,11.934454021182471
2000-06-14,1435.5,23.79,22.21537745470475,1459.62625,50000,34.83106931382793,611034.4827586206,125000,87.07767328456984,1527586.2068965517,200000,139.32427725531173,2444137.9310344825,11.926875326833052,11.926875326833052,11.926875326833052
2000-06-15,1445.25,23.95,22.212639547697762,1459.62625,50000,34.596090641757485,606912.2989102232,125000,86.4902266043937,1517280.7472755576,200000,138.38436256702994,2427649.1956408927,11.894325852046773,11.894325852046773,11.894325852046773
2000-06-16,1477.3,24.48,22.209901640690774,1459.62625,50000,33.84552900561836,593745.3462397618,125000,84.61382251404589,1484363.3655994043,100000,67.69105801123672,1187490.6924795236,11.78542586172997,11.78542586172997,11.78542586172997
2000-06-19,1498.75,24.84,22.20168791966981,1459.62625,50000,33.36113427856547,585247.7064220184,125000,83.40283569641367,1463119.2660550456,100000,66.72226855713095,1170495.4128440367,11.717472904755756,11.717472904755756,11.717472904755756
2000-06-20,1507.1,24.98,22.19895001266282,1459.62625,50000,33.17629885210006,582005.1755026209,125000,82.94074713025016,1455012.9387565525,100000,66.35259770420012,1164010.3510052417,11.691042633967918,11.691042633967918,11.691042633967918
2000-06-21,1475.15,24.45,22.19621210565583,1459.62625,50000,33.89485815001864,594610.717554147,125000,84.7371453750466,1486526.7938853672,100000,67.78971630003728,1189221.435108294,11.800442832934156,11.800442832934156,11.800442832934156
2000-06-22,1488.25,24.67,22.193474198648843,1459.62625,50000,33.59650596337981,589376.7848143793,125000,83.99126490844952,1473441.9620359482,100000,67.19301192675962,1178753.5696287586,11.75745142861686,11.75745142861686,11.75745142861686
2000-06-23,1472.2,22.95,22.190736291641855,1459.62625,50000,33.96277679663089,595802.2007879363,125000,84.90694199157723,1489505.5019698408,100000,67.92555359326178,1191604.4015758727,11.813606302303814,11.813606302303814,11.813606302303814
2000-06-26,1451.65,22.63,22.18252257062089,1459.62625,50000,34.443564220025486,604236.5583990631,125000,86.10891055006371,1510591.3959976577,200000,137.77425688010194,2416946.2335962523,11.88911104261441,11.88911104261441,11.88911104261441
2000-06-27,1454.3,22.67,22.1797846636139,1459.62625,50000,34.380801760297054,603135.5291205391,125000,85.95200440074262,1507838.8228013476,200000,137.52320704118821,2412542.1164821563,11.881462245128272,11.881462245128272,11.881462245128272
2000-06-28,1470.0,22.91,22.177046756606913,1459.62625,50000,34.01360544217687,596693.8775510204,125000,85.03401360544218,1491734.693877551,100000,68.02721088435374,1193387.7551020407,11.828854412945699,11.828854412945699,11.828854412945699
